Item Number,Long Description,Short Description,Product Number,PriceOB,ALL,STMARIA,SALINA,WAREHOUSE,STMWH,REPAIR,RMA,ADJ_REPAIR,ADJ_RMA,Last Received Date,Last Sold Date,Cost,Price,Margin
5007200,RavPower USB C Wall Charger,RP-PC104,RP-PC104,50,2,2,0,0,0,0,0,-1,0,2019-07-04,2021-12-03,92.63,47.17,-96.4
5007201,Generic External USB DVDRW,B07NP1NRYH,B07NP1NRYH,59.99,0,0,0,0,0,0,0,-1,-2,2024-03-19,2024-05-21,34.95,56.59,38.2
5007202,Xbox Controller with Wrls Adap,4N7-00007,4N7-00007,169.99,0,0,0,0,0,0,0,0,0,2019-07-04,2020-05-04,115.82,160.37,27.8
5007203,Teckin Smart Light 2Pack,SB50,SB50,30,0,0,0,0,0,0,0,-1,0,2019-07-04,2019-09-14,37.63,28.3,-33
5007204,Deep Dream Fingerprint Lock,L1,L1,50,0,0,0,0,0,0,0,-4,0,2019-07-04,2019-07-22,78.33,47.17,-66.1
5007205,RavPower USB C to Lightning,RP-CB054,RP-CB054,24.99,0,0,0,0,0,0,0,-6,0,2019-07-04,2025-10-18,25.1,23.58,-6.4
5007206,Office 365 Personal CARD DNU,QQ2- 00720,QQ2- 00720,109.99,0,0,0,0,0,0,0,-3,0,2019-10-11,2020-03-09,80.23,103.76,22.7
5007207,Xtech Venom Wrd Gaming Mouse,XTM-710,XTM-710,29.99,34,4,5,21,4,0,0,-1,0,2022-10-25,2026-01-30,14.8,28.29,47.7
5007208,Xtech Voracis Gaming Headset,XTH-500,XTH-500,39.99,0,0,0,0,0,0,0,-2,-2,2022-04-11,2026-03-17,12.46,37.73,67
5007209,Xtech Kalamos Gaming Headset,XTH-530,XTH-530,39.99,0,0,0,0,0,0,0,-2,0,2019-07-22,2020-03-28,16.73,37.73,55.7
5007210,Xtech Ixion Gaming Headset,XTH-540,XTH-540,49.99,0,0,0,0,0,0,0,0,0,2019-07-22,2019-12-28,17.92,47.16,62
5007211,Xtech Igneus Gaming Headset,XTH-550,XTH-550,49.99,0,0,0,0,0,0,0,0,0,2019-07-22,2019-12-24,18.51,47.16,60.8
5007212,"Xtech Kyla CoolingPad 17""",XTA-160,XTA-160,59.99,0,0,0,0,0,0,0,0,-2,2024-02-27,2024-10-16,21.24,56.59,62.5
5007213,Xtech Galos Wrls Mouse Red,XTM-310RD,XTM-310RD,19.99,7,3,3,0,0,0,1,-2,-8,2022-10-25,2026-01-29,8.92,18.86,52.7
5007214,Xtech Sphere BT Headphones,XTH-620,XTH-620,49.99,0,0,0,0,0,0,0,-5,0,2022-04-11,2025-06-03,19.9,47.16,57.8
5007215,Xtech Foldable Backpack Blue,XTB-090BL,XTB-090BL,10,0,0,0,0,0,0,0,0,0,2019-07-22,2021-10-30,12.87,9.43,-36.5
5007216,Xtech Foldable Backpack Grey,XTB-090GY,XTB-090GY,10,0,0,0,0,0,0,0,0,0,2019-07-22,2021-10-30,12.87,9.43,-36.5
5007217,Xtech Foldable DuffleBag Black,XTB-095BK,XTB-095BK,10,0,0,0,0,0,0,0,-3,0,2019-07-22,2021-10-29,20.71,9.43,-119.6
5007218,Xtech Foldable DuffleBag Blue,XTB-095BL,XTB-095BL,10,0,0,0,0,0,0,0,-3,0,2019-07-22,2021-10-29,20.71,9.43,-119.6
5007219,XTech HDMI Swivel Cable 6ft,XTC-606,XTC-606,19.99,0,0,0,0,0,0,0,0,0,2023-04-20,2026-01-08,8.01,18.86,57.5
5007220,XTech HDMI Flat Cable 6ft,XTC-616,XTC-616,24.99,0,0,0,0,0,0,0,0,0,2019-07-22,2021-06-30,12.86,23.58,45.5
5007221,XTech HDMI Flat Cable 10ft 2x,XTC-620x2,XTC-620x2,34.99,0,0,0,0,0,0,0,0,0,2020-10-02,2023-01-20,11.03,33.01,66.6
5007222,Klipx Athletik BT Earbud BK,KHS-633BK,KHS-633BK,49.99,0,0,0,0,0,0,0,0,0,2019-09-24,2019-11-29,27.65,47.16,41.4
5007223,KlipX Zound Master Wired Heads,KDH-800,KDH-800,99.99,0,0,0,0,0,0,0,-1,0,2021-07-07,2021-07-27,61.35,94.33,35
5007224,Klipx Wireless BT Headset 672B,KHS-672BK,KHS-672BK,69.99,0,0,0,0,0,0,0,-1,-15,2021-09-28,2025-05-28,37.98,66.03,42.5
5007225,Klipx BT Mystik Sound Bar,KSB-250,KSB-250,199.99,0,0,0,0,0,0,0,0,0,2020-07-01,2021-07-24,126.18,188.67,33.1
5007226,KlipX 5.1 Cinem Speaker System,KWS-760,KWS-760,150,0,0,0,0,0,0,0,0,0,2019-07-22,2021-10-29,152.82,141.51,-8
5007227,KlipX VoxPro-S Wired Headset,KCH-911,KCH-911,99.99,1,0,1,0,0,0,0,0,-2,2022-10-25,2025-09-06,58.45,94.33,38
5007228,KlipX Wls Presenter laser 015,KPP-015,KPP-015,89.99,0,0,0,0,0,0,0,0,-1,2022-04-11,2025-09-16,27.32,84.9,67.8
5007229,KlipX EverRest Wrls Mouse BK,KMW-390,KMW-390,39.99,10,3,3,4,0,0,0,-1,-1,2026-01-28,2026-04-21,21.21,37.73,43.8
5007230,KlipX Dual USB Car Charger,KMA-111,KMA-111,24.99,0,0,0,0,0,0,0,-14,0,2019-07-22,2022-04-16,10.24,23.58,56.6
5007231,Klipx 5 in 1 Hub USB C,KCR-500,KCR-500,79.99,0,0,0,0,0,0,0,0,0,2019-07-22,2021-08-24,44.06,75.46,41.6
5007232,KlipX ClickQuiet Wired Mouse,KMO-250BL,KMO-250BL,14.99,0,0,0,0,0,0,0,-1,0,2020-07-01,2022-03-12,8.18,14.14,42.1
5007233,KlipX Anchor Wireless Mouse BK,KMW-356BK,KMW-356BK,29.99,0,0,0,0,0,0,0,0,0,2019-07-22,2020-06-20,12.33,28.29,56.4
5007234,KlipX Anchor Wireless Mouse BL,KMW-356BL,KMW-356BL,29.99,0,0,0,0,0,0,0,0,0,2019-07-22,2020-06-26,12.33,28.29,56.4
5007235,KlipX Anchor Wireless Mouse RD,KMW-356RD,KMW-356RD,29.99,0,0,0,0,0,0,0,0,0,2019-07-22,2020-09-01,12.33,28.29,56.4
5007236,Charge Worx Dual Tip Cbl Charg,CX9001BK,CX9001BK,19.99,0,0,0,0,0,0,0,0,0,2019-07-22,2026-03-11,12.54,18.86,33.5
5007237,Charge Worx Dual Tip Cbl Charg,CX9001WH,CX9001WH,19.99,0,0,0,0,0,0,0,0,0,2019-07-22,2025-08-14,12.54,18.86,33.5
5007238,Charge Worx Braided Lightn 3ft,CX4538BK,CX4538BK,24.99,0,0,0,0,0,0,0,-1,0,2019-07-22,2020-01-28,12.54,23.58,46.8
5007239,Charge Worx Braided uUSB 3ft,CX4539BK,CX4539BK,19.99,0,0,0,0,0,0,0,0,0,2019-07-22,2020-03-05,6.16,18.86,67.3
5007240,Charge Worx Braided uUSB 6ft,CX4526BK,CX4526BK,24.99,0,0,0,0,0,0,0,-1,0,2019-07-22,2020-02-20,7.44,23.58,68.4
5007241,Charge Worx Braided uUSB 10ft,CX4527BK,CX4527BK,29.99,0,0,0,0,0,0,0,0,0,2019-07-22,2020-05-30,9.03,28.29,68.1
5007242,Charge Worx Braided Aux 6ft,CX4528BK,CX4528BK,19.99,0,0,0,0,0,0,0,0,0,2019-07-22,2020-02-29,7.44,18.86,60.6
5007243,Charge Worx Braided Aux 10ft,CX4529BK,CX4529BK,29.99,0,0,0,0,0,0,0,0,0,2019-07-22,2020-09-10,9.03,28.29,68.1
5007244,Charge Worx Lightning 3ft cabl,CX4703SL,CX4703SL,24.99,0,0,0,0,0,0,0,-1,0,2019-07-22,2020-05-20,12.54,23.58,46.8
5007245,Charge Worx Lightning 6ft cabl,CX4797SL,CX4797SL,29.99,0,0,0,0,0,0,0,-1,0,2019-07-22,2020-05-13,14.66,28.29,48.2
5007246,Charge Worx Braided USB-C 3ft,CX4767BK,CX4767BK,24.99,0,0,0,0,0,0,0,0,0,2019-07-22,2020-12-23,7.44,23.58,68.4
5007247,Charge Worx Braided USB-C 3ft,CX4767SL,CX4767SL,24.99,0,0,0,0,0,0,0,-1,0,2019-07-22,2021-02-13,7.44,23.58,68.4
5007248,Charge Worx Braided USB-C 6ft,CX4768BK,CX4768BK,29.99,0,0,0,0,0,0,0,-1,0,2019-07-22,2021-06-22,7.44,28.29,73.7
5007249,Charge Worx Braided USB-C 6ft,CX4768SL,CX4768SL,29.99,0,0,0,0,0,0,0,0,0,2019-07-22,2021-06-25,8.5,28.29,70
5007250,Charge Worx Braided USB-C 10ft,CX4769BK,CX4769BK,34.99,0,0,0,0,0,0,0,0,0,2019-07-22,2020-07-18,9.56,33.01,71
5007251,Charge Worx Braided USB-C 10ft,CX4769SL,CX4769SL,34.99,0,0,0,0,0,0,0,0,0,2019-07-22,2020-07-06,9.56,33.01,71
5007252,Charge Worx Braided USB-C 6ft,CX4792BK,CX4792BK,34.99,0,0,0,0,0,0,0,-1,0,2019-07-22,2022-03-07,8.5,33.01,74.3
5007253,Philips Screen Cleaning Kit,SVC1119L/27,SVC1119L/27,7.99,0,0,0,0,0,0,0,0,0,2019-07-22,2020-05-08,1.01,7.54,86.6
5007254,Philips Screen Cleaning Kit,SVC1119M/27,SVC1119M/27,7.99,0,0,0,0,0,0,0,0,0,2019-07-22,2020-09-16,1.01,7.54,86.6
5007255,Primus Gaming MousePad 400x320,PMP-01L,PMP-01L,19.99,35,4,3,28,0,0,0,0,0,2022-10-25,2026-04-11,11.1,18.86,41.1
5007256,Primus Gaming MousePad 650x370,PMP-01XL,PMP-01XL,34.99,0,0,0,0,0,0,0,0,0,2022-10-25,2025-01-24,20.88,33.01,36.7
5007257,Primus Gaming MousePad 900x420,PMP-01XXL,PMP-01XXL,39.99,0,0,0,0,0,0,0,0,0,2024-07-12,2025-03-01,23.37,37.73,38.1
5007258,Primus Gladius Gaming Mouse,PMO-101,PMO-101,69.99,0,0,0,0,0,0,0,0,0,2020-10-02,2024-07-09,42.01,66.03,36.4
5007259,Primus Gladius Gaming Mouse S,PMO-201,PMO-201,99.99,0,0,0,0,0,0,0,-2,0,2020-10-02,2025-12-23,60.68,94.33,35.7
5007260,Primus Arcus150 Gaming Headset,PHS-150,PHS-150,79.99,1,0,1,0,0,0,0,-1,-2,2022-10-25,2025-01-24,49.71,75.46,34.1
5007261,APC Back-UPS 575VA,BX575U-LM-X,BX575U-LM-X,229.99,0,0,0,0,0,0,0,0,0,2021-11-11,2022-09-19,146.26,216.97,32.6
5007262,APC Back-UPS 1500VA 120V,BR1500M2-LM,BR1500M2-LM,849.99,3,1,2,0,0,0,0,-2,0,2026-04-03,2026-02-09,496.05,801.88,38.1
5007263,APC Back-UPS Pro 1100VA 120V,BR1100M2-LM,BR1100M2-LM,549.99,5,2,2,0,0,1,0,-2,0,2026-04-03,2026-04-16,339.15,518.86,34.6
5007264,Nexxt Lynx301 WiFi USB,AULUB305U4,AULUB305U4,29.99,0,0,0,0,0,0,0,0,0,2022-10-25,2023-11-08,13.53,28.29,52.2
5007265,Nova300 ADSL2+ Modem Wireless-,AML02304U1,AML02304U1,79.99,0,0,0,0,0,0,0,0,0,2019-07-22,2021-01-30,44.25,75.46,41.4
5007266,Nexxt Vektor3600-AC Mesh Wirel,AEFME904U1,AEFME904U1,299.99,0,0,0,0,0,0,0,-3,-2,2022-10-25,2023-08-05,143.54,283.01,49.3
5007267,Nexxt UTP Cat5E Box 1000 ft Bl,AB355NXT02,AB355NXT02,299.99,0,0,0,0,0,0,0,0,0,2024-07-10,2025-08-23,192.05,283.01,32.1
5007268,Nexxt UTP Cat6 Box 1000 ft BL,AB356NXT02,AB356NXT02,489.99,10,2,2,6,0,0,0,0,0,2026-03-06,2025-08-07,272.44,462.25,41.1
5007269,Nexxt Patch Cord Cat5E 3ft OR,PCGPCC5ECM03OR,PCGPCC5ECM03OR,5.99,0,0,0,0,0,0,0,0,0,2019-07-22,2025-08-16,1.89,5.65,66.5
5007270,Nexxt Patch Cord Cat5E 7ft OR,PCGPCC5ECM07OR,PCGPCC5ECM07OR,9.99,0,0,0,0,0,0,0,0,0,2019-07-22,2023-04-24,2.93,9.42,68.9
5007271,Nexxt Patch Cable Cat6 3ft GR,PCGPCC6LZ03GR,PCGPCC6LZ03GR,9.99,0,0,0,0,0,0,0,0,0,2022-04-11,2025-11-15,5.58,9.42,40.8
5007272,Nexxt Patch UTP Cat6A 3ft GR,PCGPCC6ALZ03GR,PCGPCC6ALZ03GR,12.99,172,14,28,130,0,0,0,0,0,2024-07-12,2026-03-30,7.37,12.25,39.8
5007273,Nexxt Patch FTP Cat6A 3ft GR,NAB-PCS6A3FGR,NAB-PCS6A3FGR,16.98,94,18,12,64,0,0,0,0,0,2024-02-27,2026-01-23,8.87,16.02,44.6
5007274,Nexxt Patch Cable Cat6A 7ft GR,NAB-PCS6A7FGR,NAB-PCS6A7FGR,29.99,111,28,18,65,0,0,0,0,0,2024-02-05,2025-06-16,14.59,28.29,48.4
5007275,Nexxt Patch Cable Cat6A 7ft BL,NAB-PCS6A7FBL,NAB-PCS6A7FBL,29.99,108,26,17,65,0,0,0,0,0,2024-02-05,2026-03-30,14.59,28.29,48.4
5007277,Charge Worx CX3049 Car Charger,CX3049SL,CX3049SL,14.99,0,0,0,0,0,0,0,0,0,2019-07-22,2022-06-15,7.97,14.14,43.6
5007278,HP OfficeJet Po 9010 AIO,1KR46C#AKY,1KR46C#AKY,449.99,0,0,0,0,0,0,0,0,0,2020-12-23,2020-12-29,279.55,424.52,34.1
5007279,"WD Blue 500GB 2.5"" SATA",WD5000LPCX,WD5000LPCX,119.99,0,0,0,0,0,0,0,-2,0,2019-07-22,2019-09-26,70.58,113.2,37.7
5007280,"WD Purple 2TB 3.5"" HDD",WD20PURZ,WD20PURZ,169.99,0,0,0,0,0,0,0,-2,0,2022-02-25,2022-05-11,111.41,160.37,30.5
5007281,"Western Digital 1TB 3.5"" SATA",WD10EZEX,WD10EZEX,109.99,0,0,0,0,0,0,0,-5,0,2022-07-12,2023-05-08,66.01,103.76,36.4
5007282,"WD Red 1TB 3.5"" HDD",WD10EFRX,WD10EFRX,199.99,0,0,0,0,0,0,0,0,0,2019-07-22,2020-02-27,115.24,188.67,38.9
5007283,"Moko Cover Case for Fire7"" 19",X0024DH6RR,X0024DH6RR,49.99,0,0,0,0,0,0,0,0,0,2019-07-22,2019-11-30,11.44,47.16,75.7
5007284,Amazon Fire 7 Tab 16GB Black,B07FKR6KXF,B07FKR6KXF,149.99,0,0,0,0,0,0,0,-8,-5,2020-09-15,2020-10-09,71.77,141.5,49.3
5007285,Amazon Fire 7 Tab 16GB Blue,B07HZHJGY7,B07HZHJGY7,149.99,0,0,0,0,0,0,0,0,-2,2019-12-18,2020-02-26,71.28,141.5,49.6
5007286,Amazon Fire 7 Tab 16GB Sage,B07HZHCDQG,B07HZHCDQG,149.99,0,0,0,0,0,0,0,0,-5,2020-11-11,2021-10-05,91.39,141.5,35.4
5007287,Amazon Fire 7 Tab 16GB Plum,B07HZQBBKL,B07HZQBBKL,149.99,0,0,0,0,0,0,0,-3,-4,2020-11-11,2021-10-27,91.39,141.5,35.4
5007288,Lexar JumpDrive S50 32GB Green,LJDS50-32GABNL,LJDS50-32GABNL,19.99,0,0,0,0,0,0,0,-1,0,2020-03-02,2020-05-25,7.64,18.86,59.5
5007289,Lexar JumpDrive S50 64GB Purpl,LJDS50-64GABNL,LJDS50-64GABNL,29.99,0,0,0,0,0,0,0,0,0,2020-03-02,2020-06-20,11.92,28.29,57.9
5007290,Acer Aspire 15 Ci5,NX.H37AA.002,NX.H37AA.002,1099.99,0,0,0,0,0,0,0,-1,0,2019-07-30,2020-03-25,698.69,1037.73,32.7
5007291,HP ProDesk 600 G3 Ci3,2NX34US#ABA,2NX34US#ABA,999.99,0,0,0,0,0,0,0,0,0,2019-07-30,2020-03-17,562.46,943.39,40.4
5007292,"Poetic Silicone Case Fire 7""",B07PH4JW9M,B07PH4JW9M,15,0,0,0,0,0,0,0,0,0,2019-12-05,2021-08-20,21.75,14.15,-53.7
5007293,Corsair M65 RGB Gaming Mouse,CH-9309011-NA,CH-9309011-NA,169.99,0,0,0,0,0,0,0,0,0,2020-07-27,2024-01-26,109.27,160.37,31.9
5007294,CanaKit Raspberry Pi 4 + Kit 4,B07VDGKN51,B07VDGKN51,340,0,0,0,0,0,0,0,0,0,2021-10-14,2022-01-12,232.41,320.75,27.5
5007295,CanaKit Raspberry Pi 4 + Kit 1,B07TLG1RWD,B07TLG1RWD,219.99,0,0,0,0,0,0,0,0,0,2019-12-05,2021-09-01,126.33,207.54,39.1
5007296,CanaKit Raspberry Pi 4 + Kit 2,B07TVQ42BL,B07TVQ42BL,249.99,0,0,0,0,0,0,0,0,0,2019-07-30,2021-06-09,153.09,235.84,35.1
5007297,KlipX Notebook Backpack Gray,KNB-435GR,KNB-435GR,54.99,0,0,0,0,0,0,0,0,0,,,28.77,51.88,44.5
5007298,Kensington N17 Combi Lock,K64442WW,K64442WW,24.99,0,0,0,0,0,0,0,-3,0,2019-08-06,2022-11-01,59.12,23.58,-150.7
5007299,Argom Bazooka Air BT Spkr RD,ARG-SP-3100RD,ARG-SP-3100RD,59.99,0,0,0,0,0,0,0,-1,0,2022-10-17,2024-12-21,26.48,56.59,53.2
5007300,Argom Vertigo BT Speaker,ARG-SP-3128BK,ARG-SP-3128BK,69.99,0,0,0,0,0,0,0,0,0,2019-08-13,2019-11-20,37.73,66.03,42.9
5007301,Argom Bazooka Beats BT Speaker,ARG-SP-3122BN,ARG-SP-3122BN,59.99,0,0,0,0,0,0,0,0,0,2022-10-17,2023-09-30,35.61,56.59,37.1
5007302,Argom Slambox BT Speaker,ARG-SP-3303BK,ARG-SP-3303BK,99.99,0,0,0,0,0,0,0,0,0,2019-08-13,2019-08-17,56.05,94.33,40.6
5007303,Argom Slambox BT Speaker BK,ARG-SP-3304BK,ARG-SP-3304BK,119.99,0,0,0,0,0,0,0,0,0,2023-03-01,2024-03-12,62.93,113.2,44.4
5007304,Argom Bazooka+Beats BT Speaker,ARG-SP-3124BK,ARG-SP-3124BK,89.99,0,0,0,0,0,0,0,-2,0,2022-10-17,2023-11-08,52.79,84.9,37.8
5007305,Argom Mini DP to HDMI,ARG-CB-0042,ARG-CB-0042,49.99,1,1,0,0,0,0,0,-1,0,2024-05-28,2026-01-22,6.37,47.16,86.5
5007306,Argom USB-C to USB-A,ARG-CB-0041,ARG-CB-0041,24.99,0,0,0,0,0,0,0,-2,0,2022-01-31,2024-07-20,4.36,23.58,81.5
5007307,Argom Underwater Pouch Blue,ARG-AC-0451BL,ARG-AC-0451BL,14.99,1,1,0,0,0,0,0,0,0,2024-05-28,2026-03-09,6.68,14.14,52.8
5007308,"Argom Laptop Case 15.6""",ARG-BG-6782,ARG-BG-6782,49.99,0,0,0,0,0,0,0,0,0,2024-05-28,2025-01-28,23.69,47.16,49.8
5007309,"Argom Expres Laptop Case 15.6""",ARG-BG-7955,ARG-BG-7955,49.99,0,0,0,0,0,0,0,-1,0,2019-08-13,2020-03-18,17.05,47.16,63.8
5007310,"Argom Monza Laptop Case 15.6""",ARG-BP-0711E,ARG-BP-0711E,49.99,0,0,0,0,0,0,0,0,0,2019-08-13,2021-07-09,26.67,47.16,43.4
5007311,"Argom Sorren Laptop Case 15.6""",ARG-BP-0740,ARG-BP-0740,49.99,0,0,0,0,0,0,0,-1,0,2019-12-05,2025-09-30,27.82,47.16,41
5007312,"Argom Roma Laptop Case 15.6""",ARG-BP-0950,ARG-BP-0950,39.99,0,0,0,0,0,0,0,0,0,2019-08-13,2022-06-15,21.19,37.73,43.8
5007313,"Argom Capri Laptop Case 15.6""",ARG-BP-1340BL,ARG-BP-1340BL,49.99,0,0,0,0,0,0,0,0,0,2019-12-05,2024-08-31,29.52,47.16,37.4
5007314,"Argom Capri Laptop Case 15.6""",ARG-BP-1340GN,ARG-BP-1340GN,49.99,3,1,2,0,0,0,0,0,-5,2019-12-05,2026-04-09,29.52,47.16,37.4
5007315,"Argom Capri Laptop Case 15.6""",ARG-BP-1340RD,ARG-BP-1340RD,49.99,5,1,4,0,0,0,0,0,0,2019-12-05,2026-04-14,29.52,47.16,37.4
5007316,"Argom Sleeve 15.6"" Black",ARG-SL-0015B,ARG-SL-0015B,24.99,0,0,0,0,0,0,0,0,0,2019-12-05,2024-11-02,8.5,23.58,64
5007317,Argom Slambox BT Speaker,ARG-SP-3302BK,ARG-SP-3302BK,59.99,0,0,0,0,0,0,0,-2,0,2019-08-13,2019-12-09,30.07,56.59,46.9
5007318,Argom USB C to VGA Adapter,ARG-CB-0043,ARG-CB-0043,49.99,0,0,0,0,0,0,0,-2,-1,2023-03-01,2026-01-21,17.61,47.16,62.7
5007319,Argom HDMI to VGA Adapter,ARG-CB-0055,ARG-CB-0055,29.99,0,0,0,0,0,0,0,-2,-1,2023-10-19,2024-06-10,6.23,28.29,78
5007320,Argom DP to VGA Adapter,ARG-CB-0056,ARG-CB-0056,29.99,0,0,0,0,0,0,0,-17,-13,2024-05-28,2024-10-09,6.48,28.29,77.1
5007321,Argom DP to HDMI Adapter,ARG-CB-0059,ARG-CB-0059,29.99,0,0,0,0,0,0,0,-49,-1,2024-05-28,2024-07-30,6.32,28.29,77.7
5007322,Argom USB C to HDMI Adapter,ARG-CB-0060,ARG-CB-0060,39.99,0,0,0,0,0,0,0,0,-1,2024-05-28,2025-02-08,12.49,37.73,66.9
5007323,Argom USB C to DP Adapter,ARG-CB-0061,ARG-CB-0061,49.99,16,6,10,0,0,0,0,0,0,2022-10-17,2026-04-15,17.5,47.16,62.9
5007324,Argom HDMI Cable 50ft,ARG-CB-1879,ARG-CB-1879,59.99,0,0,0,0,0,0,0,0,0,2020-10-02,2022-04-30,18.37,56.59,67.5
5007325,Argom HDMI Cable 75ft,ARG-CB-1880,ARG-CB-1880,149.99,0,0,0,0,0,0,0,-1,0,2022-01-31,2023-07-29,81.33,141.5,42.5
5007326,Argom HDMI Cable 100ft,ARG-CB-1881,ARG-CB-1881,179.99,0,0,0,0,0,0,0,0,0,2022-01-31,2023-07-15,106.89,169.8,37
5007327,Argom Earbuds Ultimate Klass B,ARG-HS-0628BK,ARG-HS-0628BK,14.99,0,0,0,0,0,0,0,-4,0,2022-04-06,2023-08-02,8.16,14.14,42.3
5007328,Argom Earbuds Ultimate Klass S,ARG-HS-0628SL,ARG-HS-0628SL,14.99,0,0,0,0,0,0,0,-3,-4,2022-04-06,2025-01-14,8.16,14.14,42.3
5007329,Argom Headset Ultimate Pulse B,ARG-HS-2402BK,ARG-HS-2402BK,39.99,0,0,0,0,0,0,0,-1,0,2019-08-13,2023-06-26,16.91,37.73,55.2
5007330,Argom Headset Ultimate Pulse G,ARG-HS-2402GY,ARG-HS-2402GY,39.99,0,0,0,0,0,0,0,0,0,2019-08-13,2022-05-21,16.91,37.73,55.2
5007331,Argom BT Ultra Slim Keyboard,ARG-KB-0203,ARG-KB-0203,49.99,0,0,0,0,0,0,0,-1,-2,2024-12-23,2025-06-17,18.49,47.16,60.8
5007332,Argom Gaming KB55 Keyboard,ARG-KB-2055BK,ARG-KB-2055BK,49.99,0,0,0,0,0,0,0,-2,0,2024-05-28,2025-02-21,18.4,47.16,61
5007333,Argom Gaming KB56 Keyboard,ARG-KB-2056BK,ARG-KB-2056BK,39.99,0,0,0,0,0,0,0,-2,-1,2024-05-28,2025-05-24,22.59,37.73,40.1
5007334,Argom SoundBash 21 BT Speaker,ARG-SP-4021BK,ARG-SP-4021BK,239.99,0,0,0,0,0,0,0,-1,0,2019-08-13,2019-11-12,137.97,226.41,39.1
5007335,Vodool Body Fat Smart Scale,X001QGT4AZ,X001QGT4AZ,119.99,0,0,0,0,0,0,0,0,0,2019-08-13,2020-10-24,38.1,113.2,66.3
5007336,HP ProLiant MicroServer Pentiu,P04923-S01,P04923-S01,1119.99,0,0,0,0,0,0,0,0,0,2019-08-13,2020-11-23,716.43,1056.59,32.2
5007337,"Insignia 55"" 4K Smart Fire TV",NS-55DF710NA19,NS-55DF710NA19,1299.99,0,0,0,0,0,0,0,0,-1,2019-08-13,2020-06-03,738.11,1226.41,39.8
5007338,HP Pavilion 15 X360 2in1 Ci7,5LE17UA#ABA,5LE17UA#ABA,2299.99,0,0,0,0,0,0,0,-1,0,2019-08-23,2019-10-07,1338.64,2169.8,38.3
5007339,Nippon Labs EU Power Cord,Pow-13206,Pow-13206,29.99,0,0,0,0,0,0,0,0,0,,,18.08,28.29,36.1
5007340,Eufy Lumos Smart Bulb - Color,T1013,T1013,84.99,0,0,0,0,0,0,0,0,0,2019-08-27,2021-05-08,50.47,80.18,37.1
5007341,TP-Link HS103 Wi-Fi Plug Lite,HS103,HS103,29.99,0,0,0,0,0,0,0,0,0,2020-07-08,2024-01-15,21.87,28.29,22.7
5007342,Dell 65W AC Adapter LA65NM130,LA65NM130,LA65NM130,159.99,0,0,0,0,0,0,0,0,-3,2024-05-07,2026-04-11,33.75,150.93,77.6
5007343,AUKEY Mechanical Keyboard,KM-G9,USA105682,59.99,0,0,0,0,0,0,0,0,0,2019-08-23,2020-02-07,34.66,56.59,38.8
5007344,Timovo Cover Case for Fire HD8,P28218-00GH7,P28218-00GH7,39.99,0,0,0,0,0,0,0,0,0,2019-08-23,2020-03-14,24.11,37.73,36.1
5007345,TIRIN Case Fire HD 8 Purple,X001XO24A7,TIRINFire8Purple,39.99,0,0,0,0,0,0,0,0,0,2019-08-23,2020-03-23,13.15,37.73,65.1
5007346,TIRIN Case Fire HD 8 Turq,X001VLTF8L,TIRINFire8Turq,39.99,0,0,0,0,0,0,0,0,0,2019-08-23,2020-01-20,15.35,37.73,59.3
5007347,"Maomi Heavy Duty Case Fire 8""",B0754JYDRP,B0754JYDRP,39.99,0,0,0,0,0,0,0,0,0,2019-12-05,2020-01-13,18.8,37.73,50.2
5007348,Senon Case Fire HD 8 Black,X001035CXD,X001035CXD,20,0,0,0,0,0,0,0,0,0,2019-08-23,2021-04-30,21.91,18.87,-16.1
5007349,"Orico 2.5"" USB-C HDD Encl. 3.0",AD29C3-GY,AD29C3-GY,49.99,0,0,0,0,0,0,0,0,0,2019-08-23,2019-10-15,9.86,47.16,79.1
5007350,AUKEY USB-C Hub w/ SD/TF Reade,CB-C76,CB-C76,129.99,0,0,0,0,0,0,0,0,0,2019-12-12,2020-02-08,78.09,122.63,36.3
5007351,OEM HP Battery Probook 6470,HP8460LH,HP8460LH,109.99,0,0,0,0,0,0,0,0,-1,,,0.01,103.76,100
5007352,OEM Toshiba PA3817U,PA3817U,PA3817U,99.99,0,0,0,0,0,0,0,0,0,,2021-06-08,0.01,94.33,100
5007353,OEM HP Battery OA03,"OA04,240,G2,CQ1","OA04,240,G2,CQ14,CQ15",99.99,0,0,0,0,0,0,0,0,0,,2021-01-23,0.01,94.33,100
5007354,OEM ASUS Battery A41-X550A,A41-X550A,A41-X550A,103.99,1,0,1,0,0,0,0,0,0,,,0.01,98.1,100
5007355,OEM Fan for Toshiba Sat M50D-A,AB07505HX060300,AB07505HX060300,24.99,2,0,2,0,0,0,0,0,0,,,0.01,23.58,100
5007356,OEM Fan for HP G4-2275DX,683193-001,683193-001,29.99,0,0,0,0,0,0,0,0,0,,2019-09-05,0.01,28.29,100
5007357,OEM HP Battery OA04,Oa04 740715-001,,99.99,0,0,0,0,0,0,0,0,0,,2021-02-08,0.01,94.33,100
5007358,OEM Dell Battery AM0004,Dell N7110,Tree.NB Rechargeable Li-ion Battery 11.1V 5200 mAh/58Wh AM0004,99.99,0,0,0,0,0,0,0,0,0,,,0.01,94.33,100
5007359,Kingston 240GB SSDNow UV500,SUV500/240GB,SUV500/240GB,149.99,0,0,0,0,0,0,0,0,0,2019-09-10,2019-12-18,73.76,141.5,47.9
