ITEM,Description,short desc,DESC,loc,STOCK,BOX,MC,BN# 1,categoria,barcode
5008043,"HP 14"" Ryzen 3 Laptop-Silver",1A480UA#ABA,1A480UA#ABA,3.5A,0,,,,LAPTOP,194850318436
5010866,Fire HD 8 (2024 12Gen) 32GB HS,B0CVD9FV99,B0CVD9FV99,3.5A,132,5,30,12,TABLET,840414683846
5009978,ONN Streaming Box 4K Streaming,110125667,110125667,3.5B,0,,,,VIDEO,681131422284
5011208,"Aopen 16PM6Q 15.6"" Portable",UMZP6AA003,UMZP6AA003,3.5B,15,15,1,,MONITOR,195133092067
5010465,Fire HD 10 (2023 13Gen) 32G LC,B0BL5WZ6HF,B0BL5WZ6HF,3.6A,0,,,,TABLET,840268936815
5010469,Fire HD 8 (2022 12Gen) DM,B09BG5LXHH,B09BG5LXHH,3.6A,10,1,,,TABLET,840080598321
5009306,"Lenovo Ideapad 3 Ci3 15.6"" San",82H801DXUS,82H801DXUS,3.6A,0,,,,LAPTOP,196118018171
5009725,Google TV 1080P Chromecast,GA03131-US,GA03131-US,3.6A,0,,,,VIDEO,810037290042
5010604,Amazon Fire TV Stick 1st Gen,840080593296,840080593296,3.6A,0,,,,VIDEO,840080593296
5010865,Fire HD 8 (2024 12Gen) 32GB GN,B0CVDS6WFQ,B0CVDS6WFQ,3.6A,113,4,32,17,TABLET,840414654310
5010630,Amazon Fire TV Stick 4K 2023,B0BP9MDCQZ-G2,B0BP9MDCQZ-G2,3.6B,11,1,,,VIDEO,840268935092
5010466,Fire HD 10 (2023 13Gen) 32G ON,B0BL5XPDR6,B0BL5XPDR6,3.6B,0,,,,TABLET,840268987633
5008637,HP 14 Ci3 Silver,39K15UA#ABA,39K15UA#ABA,3.6B,0,,,,LAPTOP,195908164685
5007692,Canon Rayo S1 Projector,3481V070,3481V070,3.6B,0,,,,PROJECTOR,13803320145
5008461,Acer Aspire 5 Ci5 Black,NX.A14AA.001,NX.A14AA.001,3.6B,0,,,,LAPTOP,193199872180
5010266,ONN 2332A Google TV Full HD,2332A,2332A,3.6B,0,,,,VIDEO,681131422352
5010426,Dell Inspiron 3520 15.6 Ci5 BK,6R6NK,6R6NK,3.6B,0,,,,LAPTOP,884116461807
5008902,Amazon Fire Stick 4K 2nd Gen,B08XVYZ1Y5,B08XVYZ1Y5,3.6B,0,,,,VIDEO,840080588964
5010730,Samsung Galaxy Tab A9 64GB,SM-X110,SM-X110,3.6B,0,,,,TABLET,8806095281803
5010769,Beelink EQR6 Ryzen5 6600H,8A.US3740830P10,8A.US3740830P10,3.6B,0,,,,COMPUTER,8A.US3740830P10
5010770,Beelink SER8 Ryzen7 8745HS,8A.UP3600834N10,8A.UP3600834N10,3.6B,0,,,,COMPUTER,8A.UP3600834N10
5010864,Amazon Fire TV Stick HD,B0CQMRKRV5,B0CQMRKRV5,3.6B,0,,,,MEDIAPLAYE,840414697713
5011222,Beelink EQi12 i3-1220P Mini PC,8A.US4160830PD0,8A.US4160830PD0,3.6B,0,,,,COMPUTER,8A.US4160830PD
5008655,HP 15 Ryzen 7 8GB Natural Silv,173N3UA#ABA,173N3UA#ABA,3.6C,0,,,,LAPTOP,195122072186
5006836,Google Chromecast HDMI Media P,GA00439-US,GA00439-US,3.6C,0,,,,VIDEO,842776106131
5008459,HP Pavilion 15 Ci7 Silver Touc,1B9S2UA#ABA,1B9S2UA#ABA,3.6C,0,,,,LAPTOP,195122232054
5010524,Beelink EQR6 Ryzen9 6900HX,9Y.US3740835KA0,9Y.US3740835KA0,3.6C,0,,,,COMPUTER,9Y.US3740835KA0
5010771,Beelink GTi13 Ci9-13900HK,8A.US4300834N10,8A.US4300834N10,3.6C,0,,,,COMPUTER,8A.US4300834N10
5010906,Fire HD 8 (2024 12Gen) 32GB BK,B0CVDN4QS6,B0CVDN4QS6,3.6C,0,,,,TABLET,840414613263
5011351,"Acer PM161Q 15.6"" Monitor",UM.ZP1AA.J01,UM.ZP1AA.J01,3.6C,0,,,,MONITOR,195133266529
5008173,Kingston DT20/32GB,DT20/32GB,DT20/32GB,3.7A,0,,,,FLMEMUSB,740617297737
5005548,Sandisk Dual 32GB USB/OTG,SDDD3-032G-G46,SDDD3-032G-G46,3.7A,0,,,,FLMEMUSB,619659149598
5008888,Sandisk Dual 128GB USB/OTG,SDDD3-128G-G46,SDDD3-128G-G46,3.7A,0,,,,FLMEMUSB,619659149697
5008891,Sandisk Extreme Pro Card 64GB,SDSQXCY-064G-GN,SDSQXCY-064G-GN6MA,3.7A,0,,,,FLMEM,619659169794
5007364,Sandisk 128G Extreme Pro Card,SDSQXCY-128G,SDSQXCY-128G-GN6MA,3.7A,0,,,,FLMEM,2-101270
5008337,Fire HD 8 Kids Edition Blue,B07WDDT3G5,B07WDDT3G5,3.7A,0,,,,TABLET,840080525891
5007118,Roku Premiere 3920R,3920R,3920R,3.7A,0,,,,VIDEO,829610002941
5009384,"Amazon Fire 10.1"" HD Tablet LA",B08F6B347L,B08F6B347L,3.7A,0,,,,TABLET,840080502274
5009383,"Amazon Fire 10.1"" HD Tablet OL",B08F6L6HVP,B08F6L6HVP,3.7A,0,,,,TABLET,840080519647
5008105,Amazon Fire 8 Tab 32GB Plum,B07WGL828F,B07WGL828F,3.7A,0,,,,TABLET,840080533094
5008881,Kingston DTKN/64GB USB3.2,DTKN/64GB-TW,DTKN/64GB-TW,3.7A,0,,,,FLMEMUSB,740617309102
5008877,Kingston DT70/32GB-TW,DT70/32GB-TW,DT70/32GB-TW,3.7A,0,,,,FLMEMUSB,740617305234
5006353,Sandisk Cruzer Glide 128GB USB,SDCZ600-128G-G3,SDCZ600-128G-G35,3.7A,0,,,,FLMEMUSB,619659115913
5010440,Samsung Galaxy Tab A9 64GB SL,SM-X110NZSAL15,SM-X110NZSAL15,3.7A,0,,,,TABLET,8806095382166
5008774,Kingston microSD 512GB,SDCS2/512GB,SDCS2/512GB,3.7A,0,,,,FLMEM,740617298727
5010441,Kingston KC3000 NVMe 512GB SSD,SKC3000S/512G,SKC3000S/512G,3.7A,0,,,,HARD DRIVE,740617324402
5008879,Kingston DT70/128GB-TW,DT70/128GB-TW,DT70/128GB-TW,3.7A,0,,,,FLMEMUSB,740617305371
5008878,Kingston DT70/64GB-TW,DT70/64GB-TW,DT70/64GB-TW,3.7A,0,,,,FLMEMUSB,740617305302
5010606,NinjaBatt HP LK03XL Battery,LK03XL,LK03XL,3.7A,0,,,,LAPTOPBATT,B0BDFB4QDM
5010611,"Brother DK-1202 2-3/7""x4""",B-DK-1202,B-DK-1202,3.7A,0,,,,LABELS,2-101634
5010702,Beelink Mini S12 Pro N100,9B.UP24A0826K20,9B.UP24A0826K20,3.7A,0,,,,COMPUTER,9B.UP24A0826K20
5010703,Beelink EQ14 N150 Mini PC,Replaced,8A.US4220826K_10,3.7A,0,,,,COMPUTER,2-101737
5010704,Beelink EQR6 Ryzen5 6600H,,,3.7A,0,,,,COMPUTER,2-101729
5009902,Sandisk Cruzer Glide 64GB USB,SDCZ600-064G-G3,SDCZ600-064G-G35,3.7A,357,1,,,FLMEMUSB,619659115906
5011102,Kingston Can Select Plus 256GB,SDCS3/256GB,SDCS3/256GB,3.7A,41,1,,,FLMEM,740617348507
5011268,HP Omen TG03-0177 R7-8700F,TG03-0177c,TG03-0177c,3.7A,0,,,,COMPUTER,199485598710
5011269,Dell Pro Micro QCM1250 CU7,22HGM,22HGM,3.7A,0,,,,COMPUTER,884116488255
5011271,Lenovo M70q G5 Ci5-14400T,12TESGPQ00,12TESGPQ00,3.7A,0,,,,COMPUTER,199272015482
5011204,Kingston DT Exodia S 512GB,DTXS/512GB,DTXS/512GB,3.7B,0,,,,FLMEMUSB,740617348774
5011205,Kingston DT Exodia S 64GB,DTXS/64GB,DTXS/64GB,3.7B,0,,,,FLMEMUSB,740617348651
5008232,Kingston Micro SD 128GB C10,SDCS2/128GB-TW-,SDCS2/128GB-TW-SP,3.7B,0,,,,FLMEM,740617298703
5007831,"Echo Show 8"" Smart Display",B07PF1Y28C,B07PF1Y28C,3.7B,0,,,,SPEAKERS,810019526329
5006623,Kingston DTIG4/32GB,DTIG4/32GB,DTIG4/32GB,3.7B,0,,,,FLMEMUSB,740617220469
5007697,Echo Show 5 Compact Smart Disp,B07HZLHPKP,B07HZLHPKP,3.7B,0,,,,SPEAKERS,841667138091
5008939,SanDisk Cruzer Blade 32GB 3Pac,SDCZ50C-032G-B4,SDCZ50C-032G-B46T,3.7B,0,,,,FLMEMUSB,619659169428
5008941,Kingston Exodia 64GB USB3.2,KC-U2G64-5R,KC-U2G64-5R,3.7B,0,,,,FLMEMUSB,740617314342
5008514,HP V245O 64GB USB2.0 Orange,HPFD245O-64,HPFD245O-64,3.7B,0,,,,FLMEMUSB,4712847093416
5008767,Kingston DTDUO3C/128GB DUO,DTDUO3C/128GB,DTDUO3C/128GB,3.7B,0,,,,FLMEMUSB,740617262551
5008768,Kingston DTDUO3G2/128GB DUO,DTDUO3G2/128GB,DTDUO3G2/128GB,3.7B,0,,,,FLMEMUSB,740617306750
5008769,Kingston DTDUO3G2/64GB DUO,DTDUO3G2/64GB,DTDUO3G2/64GB,3.7B,0,,,,FLMEMUSB,740617306606
5008773,Kingston Micro SD 32GB C10 2-P,SDCS2/32GB-2P1A,SDCS2/32GB-2P1A,3.7B,0,,,,FLMEM,740617298888
5008774,Kingston microSD 512GB,SDCS2/512GB,SDCS2/512GB,3.7B,0,,,,FLMEM,740617298727
5008880,Kingston DTKN/32GB USB3.2,DTKN/32GB-TW,DTKN/32GB-TW,3.7B,0,,,,FLMEMUSB,740617309027
5007913,Kingston Micro SD 32GB C10,SDCS2/32GB,SDCS2/32GB,3.7B,0,,,,FLMEM,740617298680
5011115,Ubiquiti LiteBeam AC 5GHz,LBE-5AC-GEN2,LBE-5AC-GEN2,3.7B,0,,,,NETWORKING,810354026300
5008062,HP mx310 64GB MicroSDXC,HFUD064-1U1BA,P-61970-TFHC-WADP,3.7B,0,,,,FLMEM,4712847096820
5009899,Sandisk 128G Extreme Pro Card,SDSQXCD-128G-GN,SDSQXCD-128G-GN,3.7B,0,,,,FLMEM,619659188528
5009900,Sandisk Ultra Shift 128GB USB,SDCZ410-128G-G4,SDCZ410-128G-G46,3.7B,0,,,,FLMEMUSB,619659182328
5009901,Sandisk Ultra Shift 256GB USB,SDCZ410-256G-G4,SDCZ410-256G-G46,3.7B,0,,,,FLMEMUSB,619659182335
5010400,Kingston DTXON/256GB DataTrav,DTXON/256GB,DTXON/256GB,3.7B,0,,,,FLMEMUSB,740617332674
5004535,SanDisk Cruzer Blade 64GB USB,SDCZ50-064G-B35,SDCZ50-064G-B35,3.7B,0,,,,FLMEMUSB,619659097318
5010931,Kingston DataTraveler 64GB USB,KC-U2L64-7LP,KC-U2L64-7LP,3.7B,0,,,,FLMEMUSB,740617336290
5010932,Kingston NV3 2TB NVMe M.2 SSD,SNV3S/2000G,SNV3S/2000G,3.7B,0,,,,HARD DRIVE,740617344783
5010938,Kingston DT Exodia M 256GB TQ,DTXM/256GB,DTXM/256GB,3.7B,0,,,,FLMEMUSB,740617326383
5008388,Kingston DTX/128GB USB3.2,DTX/128GB,DTX/128GB,3.7B,0,,,,FLMEMUSB,740617309928
5007912,Kingston Micro SD 64GB C10,SDCS2/64GB,SDCS2/64GB,3.7B,0,,,,FLMEM,740617298697
5011100,Kingston Canvas Go! Plus 256GB,SDCG4/256GB,SDCG4/256GB,3.7B,0,,,,FLMEM,740617347999
5011202,Kingston DT Exodia S 128GB,DTXS/128GB,DTXS/128GB,3.7C,0,,,,FLMEMUSB,740617348699
5011203,Kingston DT Exodia S 256GB,DTXS/256GB,DTXS/256GB,3.7C,5,1,,,FLMEMUSB,740617348736
5010937,Kingston DT Exodia M 128GB RD,DTXM/128GB,DTXM/128GB,3.7C,0,1,,,FLMEMUSB,740617326376
5010399,Kingston DTXON/128GB DataTrav,DTXON/128GB,DTXON/128GB,3.7C,0,,,,FLMEMUSB,740617332742
5009898,Sandisk microSDHC 128GB C10,SDSQUNR-128G-GN,SDSQUNR-128G-GN3MA,3.7C,0,,,,FLMEM,619659185510
5009367,LaCie 1TB Rugged Mini USB3.0,LAC301558,LAC301558,3.7C,0,,,,EXT HD,93053827984
5009695,LaCie 2TB Rugged Mini USB3.0,LAC900298,LAC900298,3.7C,0,,,,EXT HD,93053003272
5008174,Kingston DT20/64GB,DT20/64GB,DT20/64GB,3.7C,0,,,,FLMEMUSB,740617298260
5008775,Kingston Micro SD 64GB C10 2-P,SDCS2/64GB-2P1A,SDCS2/64GB-2P1A,3.7C,0,,,,FLMEM,740617298994
5008772,Kingston USB 3.2 Card Reader,MLPM,MLPM,3.7C,0,,,,USB DEVICE,740617301816
5008887,Sandisk Cruzer Glide 32GB USB,SDCZ600-032G-G3,SDCZ600-032G-G35,3.7C,0,,,,FLMEMUSB,619659115890
5008938,SanDisk Cruzer Metal 16GB USB,SDCZ71-016G-B35,SDCZ71-016G-B35,3.7C,0,,,,FLMEMUSB,619659091392
5003441,Kingston 64GB DataTraveler 100,DT100G3/64GB,DT100G3/64GB,3.7C,0,,,,FLMEMUSB,740617211726
5008882,Kingston DTKN/128GB USB3.2,DTKN/128GB-TW,DTKN/128GB-TW,3.7C,0,,,,FLMEMUSB,740617309119
5006352,Kingston DTDUO3C/32GB 32GB,DTDUO3C/32GB,DTDUO3C/32GB,3.7C,0,,,,FLMEMUSB,740617243024
5008883,Sandisk Cruzer Fit 32GB USB,SDCZ33-032G-G35,SDCZ33-032G-G35,3.7C,0,,,,FLMEMUSB,619659171797
5004730,SanDisk Wireless Stick 64GB,SDWS4-064G-G46,SDWS4-064G-G46,3.7C,0,,,,USB DEVICE,619659130541
5004879,SanDisk Wireless Stick 32GB,SDWS4-032G-G46,SDWS4-032G-G46,3.7C,0,,,,USB DEVICE,619659130480
5008053,HP x750w 64GB USB3.1,HPFD750W-64,P-22970-X750W-19W2,3.7C,0,,,,FLMEMUSB,4712477116189
5008061,HP mi210 32GB MicroSDHC,HFUD032-1U1BAB,P-61960-TFHC-WADP,3.7C,0,,,,FLMEM,4712847096813
5008063,HP mx310 128GB MicroSDXC,HFUD128-1U1BA,P-61980-TFHC-WADP,3.7C,0,,,,FLMEM,4712847096837
5008390,Kingston Micro SD 256GB C10,SDCS2/256GB-TW-,SDCS2/256GB-TW-SP,3.7C,0,,,,FLMEM,740617298710
5008802,Xiaomi Box S Android TV,MDZ-22-AG,MDZ-22-AG,3.7C,0,,,,SMARTSWITC,6941059602200
5008884,Sandisk Cruzer Fit 32GB USB,SDCZ430-032G-G4,SDCZ430-032G-G46,3.7C,0,,,,FLMEMUSB,724696674818
5008885,Sandisk Cruzer Fit 64GB USB,SDCZ430-064G-G4,SDCZ430-064G-G46,3.7C,0,,,,FLMEMUSB,724696674313
5010678,Ubiquiti U6-Pro-US A,U6-Pro-US,U6-Pro-US,3.7C,0,,,,ROUTER,810010074256
5010037,SanDisk Extreme 64 GB microSDX,SDSQXAH-064G-GN,SDSQXAH-064G-GN6AA,3.7C,0,,,,FLMEM,619659193386
5010038,SanDisk Extreme 128GB microSDX,SDSQXAA-128G-GN,SDSQXAA-128G-GN6AA-MY,3.7C,0,,,,FLMEM,619659189488
5010936,Kingston DT microDuo 3C 64GB,DTDUO3CG3/64GB,DTDUO3CG3/64GB,3.7C,0,,,,FLMEMUSB,740617328219
5010997,Beelink EQi12 i5-1235U,8A.US4160831PC0,8A.US4160831PC0,3.7C,0,,,,COMPUTER,8A.US4160831PC
5011003,Beelink ME mini 2TB NAS,9Y.US4280848D20,9Y.US4280848D20,3.7C,0,,,,COMPUTER,9Y.US4280848D20
5011176,Kingston Canvas Go Plus 512GB,SDCG4/512GB,SDCG4/512GB,3.7C,0,,,,FLMEM,740617348040
5008521,Verbatim Slider 32GB USB2,VERB98697,VERB98697,3.7D,0,,,,FLMEMUSB,23942986973
5007851,"Facebook Portal 10"" display",899-00080-02,WD50JM,3.8A,0,,,,WEBCAM,810387030312
5007853,Govee H6018 RGB LED Bulbs,H6018,H6018,3.8A,0,,,,SMARTSWITC,X00298Z4PX
5007863,BENQ GV1 LED Digital Projector,9H.JKL77.59A,9H.JKL77.59A,3.8A,0,,,,PROJECTOR,4718755077272
5007866,Amazon Wall Clock Disney MM,53-023012-01,53-023012-01,3.8A,0,,,,SMARTSWITC,840080591452
5008868,Fire 10 Screen Protector 2021,X002VWGWYT,X002VWGWYT,3.8A,0,,,,TABLET ACC,X002VWGWYT
5009227,"Amazon Fire 10.1"" HD Tablet 32",B08F5LQCYP,B08F5LQCYP,3.8A,0,,,,TABLET,840080504575
5007902,"Facebook Portal 8"" display",899-00077-02,DT90GB,3.8B,0,,,,WEBCAM,810387030213
5007915,Apple TV 4K 32 GB,MQD22LL/A,A1842,3.8B,0,,,,ACCESSORIE,190198463845
5008089,ASUS Chromebit CS10 Stick-Desk,90MA0031-M00130,90MA0031-M00130,3.8B,0,,,,VIDEO,B0181JTPCU
5008152,Fitbit Inspire HR White,FB413BKWT,FB413BKWT,3.8B,0,,,,HEALTH,811138034610
5011178,Acer Extensa 15 R5-7520U,NX.EH3AA.006,NX.EH3AA.006,4.1A,29,29,1,,LAPTOP,195133226516
5007951,"HP 15 15.6"" Ci7 Jet Black",3FR23AV#ABA,3FR23AV#ABA,4.1A,0,,,,LAPTOP,192018670341
5008198,HP EliteDesk 800 G5 (SFF) Ci7,242T1UW#ABA,242T1UW#ABA,4.1A,0,,,,COMPUTER,195122889432
5008374,HP Pavilion -15 Ryzen 7 Touch,HP-PAV-15-AMD/1,HP-PAV-15-AMD/16GB,4.1A,0,,,,LAPTOP,2-100783
5008611,"Toshiba Dynabook Tecra A40 14""",PMZ20U-008007,PMZ20U-008007,4.1A,0,,,,LAPTOP,889661309130
5009318,"Gateway 15.6"" Ryzen 7 Blue",GWNR71517-BL,GWNR71517-BL,4.1A,0,,,,LAPTOP,812550034837
5009710,"Acer Aspire Vero 15.6"" Ci7",NX.AYCAA.006,NX.AYCAA.006,4.1A,0,,,,LAPTOP,195133109987
5010490,Lenovo ThinkBook 15 G4 Ci7 GY,21DJ00SUUS,21DJ00SUUS,4.1A,0,,,,LAPTOP,197532664616
5010108,Acer Aspire 3 Ryzen 5 Blue Tou,NX.KJZAA.001,NX.KJZAA.001,4.1B,0,,,,LAPTOP,195133186926
5010822,HP ProBook 445 G11 Ryzen7,A1RM4UT#ABA,A1RM4UT#ABA,4.1B,0,,,,LAPTOP,198122842643
5010696,"HP 17t-cn300 17.3"" N200",77L21AV-CTO7,77L21AV-CTO7,4.1B,0,,,,LAPTOP,197029428639
5010428,HP 15-FC0030 AMD R3 SV Touch,7Q257UA#ABA,7Q257UA#ABA,4.1B,0,,,,LAPTOP,197192892060
5008794,"Lenovo V14-IIL 14"" C3 Grey",82C4S0F400,82C4S0F400,4.1B,0,,,,LAPTOP,195348708623
5009129,"Lenovo Ideapad 3 Ci3 17.3"" Gra",82H900EDUS,82H900EDUS,4.1B,0,,,,LAPTOP,196118135144
5009487,Lenovo ThinkBook 15 Ci7 Touch,21DJ0014US,21DJ0014US,4.1B,0,,,,LAPTOP,196800436177
5008798,"Gateway 14.1"" Ci3 Blue",GWTN141-6BL,GWTN141-6BL,4.1B,0,,,,LAPTOP,812550034202
5008778,Lenovo Gaming 3 Ryzen 5 Grey,82K20015US,82K20015US,4.1B,0,,,,LAPTOP,195713785273
5007999,"HP 15 15.6"" Ci7 Silver",7PD87UA#ABA,7PD87UA#ABA,4.1B,0,,,,LAPTOP,193905558131
5008203,Lenovo FLEX 14 Ryzen 5 Touch,81X20005US,81X20005US,4.1B,0,,,,LAPTOP,194632976342
5008240,"Acer Aspire 5 15.6"" Ci7",NX.HSMAA.002,NX.HSMAA.002,4.1B,0,,,,LAPTOP,193199870643
5008375,HP Pavilion -15 Ryzen 7 16GB,HP-PAV-15-AMD/7,HP-PAV-15-AMD/7/FDH,4.1B,0,,,,LAPTOP,2-100784
5008667,"Lenovo V14-ADA 14"" Athlon",82C6S03E00-NEW,82C6S03E00-NEW,4.1B,0,,,,LAPTOP,195348691086
5008736,Acer Nitro 5 Gaming Laptop Ci5,NH.Q59AA.002,NH.Q59AA.002,4.1B,0,,,,LAPTOP,193199796035
5008474,"Apple 13.3"" MacBook Air Ci5",MVFJ2LL/A,MVFJ2LL/A,4.1B,0,,,,LAPTOP,190199256835
5009317,"Gateway 15.6"" Ryzen 7 Black",GWNR71517-BK,GWNR71517-BK,4.1B,0,,,,LAPTOP,812550034820
5009921,"HP Envy 13.3"" Ci7 Touch",6D6J3UA#ABA,6D6J3UA#ABA,4.1B,0,,,,LAPTOP,196548741441
5010146,"Acer Extensa 15 Ryzen 5 15.6""",UN.EH3SI.008,UN.EH3SI.008,4.1B,0,,,,LAPTOP,8906122618135
5010171,Lenovo ThinkBook 14 Ryzen 7 to,21KJ0026US,21KJ0026US,4.1B,0,,,,LAPTOP,197528924861
5010190,"HP Victus 15.6"" Gaming Laptop",845A2UA#ABA,845A2UA#ABA,4.1B,0,,,,LAPTOP,197497475906
5010491,Lenovo SLIM 5 Ci7 BL Touch,82XF001UUS,82XF001UUS,4.1B,0,,,,LAPTOP,196804606903
5010539,HP ProBook 455 G10 Ryzen7,7P3B7UT#ABA,7P3B7UT#ABA,4.1B,0,,,,LAPTOP,2-101594
5010144,"Lenovo Ideapad 1 Ryzen3 15.6""",82VG00BJUS,82VG00BJUS,4.1B,0,,,,LAPTOP,195925689499
5010828,HP EliteBook 650 G10 Ci7,A4ND4UP#ABL,A4ND4UP#ABL,4.1B,0,,,,LAPTOP,198415353580
5010820,"HP 17 17.3"" R5",A9FY8UA#ABA,A9FY8UA#ABA,4.1B,0,,,,LAPTOP,198415963635
5010424,"HP Dragonfly Pro 14"" Ryzen7 WT",889T1AA#ABA,889T1AA#ABA,4.1B,0,,,,LAPTOP,197497744484
5011014,Dell Inspiron 16 Plus CU9-185H,YVW2G,YVW2G,4.1B,0,,,,LAPTOP,884116479574
5011024,HP EliteBook 640 G11,BJ0Y7U8#ABA,BJ0Y7U8#ABA,4.1B,0,,,,LAPTOP,199251132339
5011050,HP Envy x360 2-in-1 CU7-155U,9U602UA#ABA,9U602UA#ABA,4.1B,0,,,,LAPTOP,198122221899
5011267,Lenovo ThinkPad E16 G2 U7-155U,21MAS0QA00,21MAS0QA00,4.1B,1,1,,,LAPTOP,198156185822
5011134,Lenovo LOQ R7-8845 Laptop,83DX00AVUS,83DX00AVUS,4.1B,0,,,,LAPTOP,198153175772
5010823,"HP 15 Ci5 15.6"" W11 SL Touch",A9PE6UA#ABA,A9PE6UA#ABA,4.1C,0,,,,LAPTOP,198415975577
5010423,"Lenovo YOGA 7 14"" R5 GY TOUCH",83DK000DUS,83DK000DUS,4.1C,0,,,,LAPTOP,197531579188
5009273,"HP 240 G7 14"" Cel",2V0E3ES#ABU,2V0E3ES#ABU,4.1C,0,,,,LAPTOP,195697117138
5008995,"Lenovo IdeaPad 1 14"" Cel N4020",81VU00D5US,81VU00D5US,4.1C,0,,,,LAPTOP,196118156866
5008988,"MSI Modern 14"" Creative Laptop",MODERN14014,MODERN14014,4.1C,0,,,,LAPTOP,824142216361
5009205,"MSI Modern 14"" Creative Laptop",MODERN14640,MODERN14640,4.1C,0,,,,LAPTOP,824142252819
5009125,Lenovo IdeaPad 3 Ci5 Gray,81WA00Q7US,81WA00Q7US,4.1C,0,,,,LAPTOP,196119591499
5009288,Lenovo Gaming 3 Ryzen 5 Grey,82K201QMUS,82K201QMUS,4.1C,0,,,,LAPTOP,196378900797
5008993,"Lenovo IdeaPad 1 14"" Cel Silv",81VU00D6US,81VU00D6US,4.1C,0,,,,LAPTOP,196118156811
5008153,"Microsoft 13.5"" Surface Laptop",V4C-00022,V4C-00022,4.1C,0,,,,LAPTOP,889842486056
5008166,"HP Pavilion Gaming 15.6"" Ci5",6WC31UA#ABA,6WC31UA#ABA,4.1C,0,,,,LAPTOP,193808988776
5008373,HP Pavilion -15 Ryzen 7 8GB,9WD42AV,9WD42AV,4.1C,0,,,,LAPTOP,194850164934
5008539,Dell Inspiron 3505 Ryzen 5,i3505Ryz53450U-,i3505Ryz53450U-CTO,4.1C,0,,,,LAPTOP,884116369819
5008717,HP 15 Ryzen 7 32GB Natural SL,2J4V8AV#ABA,2J4V8AV#ABA,4.1C,0,,,,LAPTOP,2-100909
5008737,Acer Nitro 5 Gaming Laptop Ci7,NH.QC7AA.001,NH.QC7AA.001,4.1C,0,,,,LAPTOP,195133117081
5008744,Acer Aspire 5 Ci5 Black,NX.HSHAL.005,NX.HSHAL.005,4.1C,0,,,,LAPTOP,4710886368106
5008918,Acer Nitro 5 Gaming Laptop Ci7,NH-QESAA.001,NH-QESAA.001,4.1C,0,,,,LAPTOP,195133138970
5009206,"Lenovo Ideapad 3 Ci3 15.6""",81X800ELUS,81X800ELUS,4.1C,0,,,,LAPTOP,195891976685
5009120,"Lenovo C340 11.6"" 2-in-1 Chrom",81TA0010US,81TA0010US,4.1C,0,,,,LAPTOP,194632975345
5008540,"Lenovo V15 IIL 15.6"" Ci5",82C500L1US,82C500L1US,4.1C,0,,,,LAPTOP,195042318883
5009664,"MSI Katana 15.6"" Ci9 Laptop",KatanaGF6612831,KatanaGF6612831,4.1C,0,,,,LAPTOP,824142295731
5009689,Asus ROG Strix Ryzen9,G513QE-WH96,G513QE-WH96,4.1C,0,,,,LAPTOP,195553469203
5009488,Lenovo FLEX 5 2-IN-1 Ci7 Touch,82R70005US,82R70005US,4.1C,0,,,,LAPTOP,196379319734
5009471,HP Envy x360 15 Ci7,695B0UA#ABA,695B0UA#ABA,4.1C,0,,,,LAPTOP,196548526369
5009290,"MSI GF63 15.6"" Gaming Laptop",9S7-16R512-022,9S7-16R512-022,4.1C,0,,,,LAPTOP,824142210307
5009713,Lenovo V15 G2 Ci7-1165G7,82KB016XUS,82KB016XUS,4.1C,0,,,,LAPTOP,2-101271
5009984,"Lenovo 300e 11.6"" Touch Chrome",81MB001UCF,81MB001UCF,4.1C,0,,,,LAPTOP,194778595773
5009719,"Lenovo 5 14ITL05 14"" Ci5 Gray",82FE00UFUS,82FE00UFUS,4.1C,0,,,,LAPTOP,195891877944
5010149,"Samsung Galaxy Book 14"" Ci7",NP641BED-KA3US,NP641BED-KA3US,4.1C,0,,,,LAPTOP,887276718897
5010170,"Dell Latitude 3330 - 13.3"" Ci5",HP95P,HP95P,4.1C,0,,,,LAPTOP,884116458463
5008200,Toshiba DynabookTecra A40 i5,PMZ20U-009006,PMZ20U-009006,4.1C,0,,,,LAPTOP,889661308386
5010143,Dell Inspiron 3535 Ryzen 5,I3535-A766BLK-P,I3535-A766BLK-PUS,4.1C,0,,,,LAPTOP,884116427766
5010153,"Asus VivoBook 14"" Ryzen 7",M1405YA-IS74,M1405YA-IS74,4.1C,0,,,,LAPTOP,197105072978
5010418,"Lenovo FLEX 5 16"" Ci7 TCH GY",82R80022US,82R80022US,4.1C,0,,,,LAPTOP,196379368558
5009145,"HP Pavilion 15.6"" Ryzen7 Silv",518W2UA#ABA,518W2UA#ABA,4.1C,0,,,,LAPTOP,196188724248
5010197,"Lenovo Ideapad 3i Ci5 14.0"" GR",81X700FVUS,81X700FVUS,4.1C,0,,,,LAPTOP,196803733068
5010613,"Acer PM181Q Abmiux 17.3""",UM.BP1AA.A01,UM.BP1AA.A01,4.1C,0,,,,MONITOR,195133253635
5010413,"MSI Modern 15.6"" Ci9 BK",MOD15H13010,MOD15H13010,4.1C,0,,,,LAPTOP,824142333006
5010419,"HP 17 17.3"" Ci3 SV",9P521UA#ABA,9P521UA#ABA,4.1C,0,,,,LAPTOP,197961772968
